GameID,Season,Team1ID,Team2ID,Team1Seed,Team2Seed,Team1Win
819,2023,3376,3417,1,4,1
820,2023,3439,3397,1,4,1
821,2023,3257,3234,5,2,0
822,2023,3261,3274,3,9,1
823,2023,3376,3268,1,2,1
824,2023,3439,3326,1,3,1
825,2023,3376,3234,1,2,0
826,2023,3439,3261,1,3,0
827,2023,3261,3234,3,2,1
828,2024,3342,3357,16,16,1
829,2024,3162,3435,12,12,0
830,2024,3112,3120,11,11,1
831,2024,3221,3404,16,16,1
832,2024,3104,3199,8,9,1
833,2024,3124,3435,5,12,1
834,2024,3160,3179,5,12,1
835,2024,3181,3350,7,10,1
836,2024,3235,3268,7,10,1
837,2024,3339,3243,13,4,0
838,2024,3261,3349,3,14,1
839,2024,3257,3292,6,11,0
840,2024,3401,3304,11,6,0
841,2024,3314,3277,8,9,1
842,2024,3263,3326,15,2,0
843,2024,3333,3186,3,14,1
844,2024,3342,3376,16,1,0
845,2024,3390,3313,2,15,1
846,2024,3400,3180,1,16,1
847,2024,3439,3267,4,13,1
848,2024,3238,3163,14,3,0
849,2024,3424,3166,10,7,0
850,2024,3414,3211,13,4,0
851,2024,3231,3193,4,13,1
852,2024,3221,3234,16,1,0
853,2024,3242,3276,8,9,1
854,2024,3266,3279,10,7,0
855,2024,3301,3151,3,14,1
856,2024,3323,3245,2,15,1
857,2024,3328,3195,5,12,1
858,2024,3393,3112,6,11,1
859,2024,3453,3397,11,6,0
860,2024,3417,3465,2,15,1
861,2024,3394,3425,16,1,0
862,2024,3428,3355,5,12,1
863,2024,3343,3452,9,8,0
864,2024,3124,3439,5,4,1
865,2024,3160,3243,5,4,1
866,2024,3326,3181,2,7,0
867,2024,3261,3292,3,11,1
868,2024,3333,3304,3,6,1
869,2024,3314,3376,8,1,0
870,2024,3235,3390,7,2,0
871,2024,3400,3104,1,8,1
872,2024,3163,3393,3,6,1
873,2024,3428,3211,5,4,0
874,2024,3231,3328,4,5,1
875,2024,3234,3452,1,8,1
876,2024,3301,3397,3,6,1
877,2024,3279,3323,7,2,0
878,2024,3166,3417,7,2,0
879,2024,3425,3242,1,8,1
880,2024,3301,3390,3,2,1
881,2024,3333,3323,3,2,1
882,2024,3231,3376,4,1,0
883,2024,3400,3211,1,4,1
884,2024,3163,3181,3,7,1
885,2024,3160,3234,5,1,0
886,2024,3261,3417,3,2,1
887,2024,3124,3425,5,1,0
888,2024,3301,3400,3,1,1
889,2024,3376,3333,1,3,1
890,2024,3163,3425,3,1,1
891,2024,3261,3234,3,1,0
892,2024,3163,3234,3,1,0
893,2024,3301,3376,3,1,0
894,2024,3376,3234,1,1,1
895,2025,3343,3235,11,11,0
896,2025,3380,3471,16,16,1
897,2025,3162,3449,11,11,1
898,2025,3219,3456,16,16,0
899,2025,3124,3213,4,13,1
900,2025,3181,3250,2,15,1
901,2025,3231,3428,9,8,1
902,2025,3243,3193,5,12,1
903,2025,3246,3251,4,13,1
904,2025,3304,3257,10,7,0
905,2025,3276,3235,6,11,1
906,2025,3123,3279,12,5,0
907,2025,3372,3323,14,3,0
908,2025,3326,3286,4,13,1
909,2025,3332,3435,10,7,1
910,2025,3350,3210,8,9,1
911,2025,3399,3376,16,1,0
912,2025,3395,3192,2,15,1
913,2025,3378,3397,12,5,0
914,2025,3417,3380,1,16,1
915,2025,3453,3104,12,5,0
916,2025,3163,3117,2,15,1
917,2025,3199,3206,6,11,1
918,2025,3166,3228,9,8,0
919,2025,3293,3234,11,6,0
920,2025,3261,3361,3,14,1
921,2025,3313,3268,13,4,0
922,2025,3277,3217,7,10,1
923,2025,3143,3280,8,9,0
924,2025,3436,3301,15,2,0
925,2025,3314,3333,3,14,1
926,2025,3328,3195,3,14,1
927,2025,3355,3329,10,7,1
928,2025,3456,3400,16,1,0
929,2025,3422,3425,16,1,0
930,2025,3452,3162,6,11,1
931,2025,3181,3332,2,10,1
932,2025,3246,3243,4,5,0
933,2025,3124,3279,4,5,0
934,2025,3276,3323,6,3,0
935,2025,3376,3231,1,9,1
936,2025,3395,3257,2,7,1
937,2025,3397,3326,5,4,1
938,2025,3350,3417,8,1,0
939,2025,3163,3355,2,10,1
940,2025,3199,3261,6,3,0
941,2025,3268,3104,4,5,1
942,2025,3277,3301,7,2,0
943,2025,3452,3314,6,3,0
944,2025,3234,3328,6,3,0
945,2025,3400,3228,1,8,1
946,2025,3425,3280,1,9,1
947,2025,3181,3314,2,3,1
948,2025,3301,3261,2,3,0
949,2025,3268,3376,4,1,0
950,2025,3279,3417,5,1,0
951,2025,3328,3163,3,2,0
952,2025,3323,3395,3,2,0
953,2025,3400,3397,1,5,1
954,2025,3243,3425,5,1,0
955,2025,3376,3181,1,2,1
956,2025,3417,3261,1,3,1
957,2025,3425,3163,1,2,0
958,2025,3400,3395,1,2,1
959,2025,3163,3417,2,1,1
960,2025,3400,3376,1,1,0
961,2025,3163,3376,2,1,1
